mevzuatId,turId,sayi,ad,rgSayi,rgTarih,tur,detail_url,local_archive
55577,14,80635150-010-3097,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 2013/174 SAYILI UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55577,
55210,14,80635150-010-3194,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 2013/182 SAYILI MAKİNE VE KARGO POMPA DAİRELERİ YANGINLARINI ÖNLEME TEDBİRLERİ KONULU UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55210,
46562,14,80635150-010-3191,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 2013/185 SAYILI UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/46562,
55303,14,3191,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜ'NÜN 2013/185 SAYILI UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55303,
55214,14,80635150-010-3204,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 2013/196 SAYILI MARPOL SÖZLEŞMESİNDE İDARENİN TAKDİRİNE BIRAKILAN HUSUSLAR KONULU UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55214,
55232,14,80635150-010-3203,"TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 2013/197 SAYILI MSC.215(82), MSC.288(87) VE MSC.289(87) SAYILI KARARLARDA İDARE TAKDİRİNE BIRAKILAN HUSUSLAR KONULU UYGULAMA TALİMATI",                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55232,
55230,14,80635150-010-3202,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 2013/198 SAYILI MSC.133(76) VE MSC.168(79) SAYILI KARARLAR İLE 1997 SOLAS KONFERANSINDA İDARENİN TAKDİRİNE BIRAKILAN HUSUSLAR KONULU UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55230,
55532,14,80635150-010-3169,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 2013/203 SAYILI UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55532,
55189,14,80635150-010-3166,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜ'NÜN 2013/207 SAYILI UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55189,
55526,14,80635150-010-3172,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 2013/209 SAYILI UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55526,
55573,14,80635150-010-3200,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 2013/211 SAYILI UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55573,
55219,14,80635150-010-3292,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 2013/218 SAYILI MODULARIN DEMİRLEME SİSTEMLERİ KONULU UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55219,
55540,14,80635150-010-3259,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 2013/219 SAYILI UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55540,
55582,14,80635150-010-3256,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 2013/222 SAYILI UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55582,
55203,14,3252,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜ'NÜN 2013/226 SAYILI UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55203,
55543,14,80635150-010-3249,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 2013/229 SAYILI UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55543,
55530,14,80635150-010-3248,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 2013/230 SAYILI UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55530,
55209,14,80635150-010-3247,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 2013/233 SAYILI MAKİNE MAHALLİ VE KARGO POMPA DAİRESİ İÇİN SU BAZLI SABİT YANGIN SÖNDÜRME SİSTEMLERİ KONULU UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55209,
55518,14,80635150-010-3217,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 2013/234 SAYILI UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55518,
55553,14,80635150-010-3212,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 2013/239 SAYILI UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55553,
55227,14,80635150-180/3509,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 2013/243 SAYILI MSC.1/CİRC. 1328 SİRKÜLERİNE TABİ ŞİŞİRİLEBİLİR CANSALLARI KONULU UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55227,
55234,14,80635150-010-2487,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 2013/80 SAYILI ONDÜLE PERDELERDE EMNİYET TEDBİRLERİ KONULU UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55234,
55521,14,80635150-010-2486,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 2013/81 SAYILI UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55521,
55297,14,2540,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜ'NÜN 2013/89 SAYILI UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55297,
55217,14,35052247-010-1178,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN 2014/264 SAYILI MODU KODU KONULU UYGULAMA TALİMATI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55217,
55095,14,2971-2013/160,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN ACİL DURUM YANGIN POMPASININ KAPASİTESİ,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55095,
55098,14,2881-2013/115,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN ASBEST İÇEREN MALZEMELER HAKKINDA TALİMAT,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55098,
55099,14,2868-2013/129,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN BÜYÜK YANGIN KAPILARININ YANGIN PERFORMANSININ DEĞERLENDİRİLMESİ VE ONAYLANMASI HAKKINDA TALİMAT,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55099,
55100,14,3213/2013/238,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN CAN FİLİKALARININ YÜKTE BIRAKMA DONANIMININ DEĞİŞİM TARİHİ HAKKINDA TALİMAT,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55100,
55101,14,2993-2013/169,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN CAN FİLİKASI VE İNDİRME DONANIMI SERVİS SAĞLAYICILARI HAKKINDA TALİMAT,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55101,
55102,14,3098-2013/176,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN CAN SALLARI SERBEST YÜZME TERTİBATLARI HAKKINDA TALİMAT,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55102,
55103,14,3201-2013/199,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN COLREGSTE İDARENİN TAKDİRİNE BIRAKILAN HUSUSLAR HAKKINDA TALİMAT,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55103,
55104,14,1176-2014/262,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN ÇAPRAZ SU BASMASI DÜZENEĞİ DEĞERLENDİRME YÖNTEMİ HAKKINDA TALİMAT,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55104,
55105,14,3009-2013/151,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN ÇOCUK CAN YELEĞİ SEMBOLÜ HAKKINDA TALİMAT,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55105,
55106,14,2538-2013/91,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN DİNAMİK KONUMLANDIRMA SİSTEMLERİNE SAHİP GEMİLER HAKKINDA TALİMAT,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55106,
55108,14,3165-2013/208,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN DOĞALGAZ YAKITLI MAKİNE İLE DONATILMIŞ GEMİLER HAKKINDA TALİMAT,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55108,
55109,14,3192-2013/184,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN DÖKME HALDE NGHP TAŞIYAN GEMİLERİN İNŞAATI VE EKİPMANLARI İÇİN GEÇİCİ REHBER HAKKINDA TALİMAT,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55109,
55110,14,3210-2013/241,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN DÖKME YÜK GEMİLERİ İÇİN IACS BİRLEŞTİRİLMİŞ GEREKLİLİKLERİ HAKKINDA TALİMAT,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55110,
55111,14,3010-2013/150,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN DÖKME YÜK GEMİLERİNDE GEREKLİ STABİLİTE KOŞULLARI HAKKINDA TALİMAT,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55111,
55112,14,2488-2013/79,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN DÖKME YÜK GEMİLERİNİN AMBAR KAPAKLARI HAKKINDA TALİMAT,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55112,
55113,14,3260-2013/217,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN DÖKME YÜK GEMİLERİNİN EMNİYETİ HAKKINDA TALİMAT,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55113,
55114,14,2493/2013/74,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN DUMAN DEDEKTÖRLERİNE EŞDEĞER NİTELİKTEKİ DETEKTÖRLER HAKKINDA TALİMAT,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55114,
55522,14,2865/2013/132,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN DÜŞME ÖNLEYİCİ DONANIMLAR (FPD),                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55522,
55527,14,1179-2014/265,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN ELEKTRONİK YALPA ÖLÇERLERİN PERFORMANS STANDARTLARI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55527,
55531,14,1177-2014/263,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN ENERJİ VERİMLİLİĞİ DİZAYN ENDEKSİ (EEDI) 2013 REHBERİ,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55531,
55535,14,3250-2013/228,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN FİLİKA KONTROL DÜZENLEMELERİNİN STANDARDİZASYONU İÇİN REHBER,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55535,
55541,14,2994-2013/168,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN FSS KOD UYGULAMASI HAKKINDA REHBER,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55541,
55548,14,2869-2013/128,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN GAZLI SABİT YANGIN SÖNDÜRME SİSTEMLERİ,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55548,
55552,14,3190-2013/187,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN GEMİ İNŞA DOSYASINA DAHİL EDİLECEK BİLGİLER HAKKINDA REHBER,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55552,
55554,14,3211-2013/240,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN GEMİ MANEVRA KABİLİYETİ STANDARTLARI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55554,
55561,14,3005-2013/155,"TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN GEMİ TASARIMI, YAPISI, TAMİRİ VE BAKIMI",                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55561,
55589,14,2537-2013/92,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN GEMİLERDEKİ HELİKOPTER TESİSLERİNE İLİŞKİN STANDARTLAR,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55589,
55623,14,2876-2013/120,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN GEMİLERDEKİ YANGIN KONTROL PLANLARINDA KULLANILACAK GRAFİKSEL SEMBOLLER,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55623,
55628,14,3189-2013/186,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN GEMİYE BİNME VE GEMİDEN İNME ARAÇLARI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55628,
55643,14,2536-2013/93,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN GÜVERTE KAPLAMALARININ TUTUŞABİLİRLİĞİ İLE İLGİLİ YANGIN TEST PROSEDÜRLERİ,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55643,
55656,14,3215-2013/235,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN HAM PETROL TANKERLERİNE MUAFİYET TANINMASI,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55656,
55657,14,3255-2013/223,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN HAM PETROL TANKERLERİNİN KARGO TANKLARININ KAPLAMA SİSTEMLERİNİN BAKIM VE ONARIMI HAKKINDA REHBER,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55657,
55711,14,2870-2013/127,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN HASAR KONTROL PLAN VE KİTAPÇIKLARI HAKKINDA TALİMAT,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55711,
55716,14,3214-2013/236,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN HELİKOPTER TESİSLERİNDEKİ YANGIN SÖNDÜRME TEÇHİZATININ ONAYI HAKKINDA TALİMAT,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55716,
55718,14,3006-2013/154,TERSANELER VE KIYI YAPILARI GENEL MÜDÜRLÜĞÜNÜN HİPERBARİK TAHLİYE SİSTEMLERİ HAKKINDA TALİMAT,                                                  ,0001-01-01T00:00:00,Talimat / Talimatname / İç Emir                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ,https://kms.kaysis.gov.tr/Home/Goster/55718,
